OID_,Date,Station_Name,Station_Id,Snow_Water_Equivalent__mm__Start_of_Day_Values,Snow_Depth__cm__Start_of_Day_Values,Elevation__ft_,Latitude,Longitude
9843,3/10/2022 0:00:00,Lee Canyon,1112,183,51,8626,36.305370000000003,-115.675079999999994
9844,3/11/2022 0:00:00,Lee Canyon,1112,183,51,8626,36.305370000000003,-115.675079999999994
9845,3/12/2022 0:00:00,Lee Canyon,1112,183,51,8626,36.305370000000003,-115.675079999999994
9846,3/13/2022 0:00:00,Lee Canyon,1112,183,48,8626,36.305370000000003,-115.675079999999994
9847,3/14/2022 0:00:00,Lee Canyon,1112,183,48,8626,36.305370000000003,-115.675079999999994
9848,3/15/2022 0:00:00,Lee Canyon,1112,183,46,8626,36.305370000000003,-115.675079999999994
9849,3/16/2022 0:00:00,Lee Canyon,1112,180,43,8626,36.305370000000003,-115.675079999999994
9850,3/17/2022 0:00:00,Lee Canyon,1112,178,41,8626,36.305370000000003,-115.675079999999994
9851,3/18/2022 0:00:00,Lee Canyon,1112,178,41,8626,36.305370000000003,-115.675079999999994
9852,3/19/2022 0:00:00,Lee Canyon,1112,175,38,8626,36.305370000000003,-115.675079999999994
9853,3/20/2022 0:00:00,Lee Canyon,1112,173,36,8626,36.305370000000003,-115.675079999999994
9854,3/21/2022 0:00:00,Lee Canyon,1112,173,38,8626,36.305370000000003,-115.675079999999994
9855,3/22/2022 0:00:00,Lee Canyon,1112,168,36,8626,36.305370000000003,-115.675079999999994
9856,3/23/2022 0:00:00,Lee Canyon,1112,160,33,8626,36.305370000000003,-115.675079999999994
9857,3/24/2022 0:00:00,Lee Canyon,1112,150,30,8626,36.305370000000003,-115.675079999999994
9858,3/25/2022 0:00:00,Lee Canyon,1112,130,28,8626,36.305370000000003,-115.675079999999994
9859,3/26/2022 0:00:00,Lee Canyon,1112,117,25,8626,36.305370000000003,-115.675079999999994
9860,3/27/2022 0:00:00,Lee Canyon,1112,107,23,8626,36.305370000000003,-115.675079999999994
9861,3/28/2022 0:00:00,Lee Canyon,1112,89,20,8626,36.305370000000003,-115.675079999999994
9862,3/29/2022 0:00:00,Lee Canyon,1112,97,28,8626,36.305370000000003,-115.675079999999994
9863,3/30/2022 0:00:00,Lee Canyon,1112,97,23,8626,36.305370000000003,-115.675079999999994
9864,3/31/2022 0:00:00,Lee Canyon,1112,94,20,8626,36.305370000000003,-115.675079999999994
9865,4/1/2022 0:00:00,Lee Canyon,1112,91,20,8626,36.305370000000003,-115.675079999999994
9866,4/2/2022 0:00:00,Lee Canyon,1112,81,15,8626,36.305370000000003,-115.675079999999994
9867,4/3/2022 0:00:00,Lee Canyon,1112,64,13,8626,36.305370000000003,-115.675079999999994
9868,4/4/2022 0:00:00,Lee Canyon,1112,61,10,8626,36.305370000000003,-115.675079999999994
9869,10/1/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9870,10/2/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9871,10/3/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9872,10/4/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9873,10/5/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9874,10/6/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9875,10/7/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9876,10/8/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9877,10/9/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9878,10/10/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9879,10/11/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9880,10/12/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9881,10/13/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9882,10/14/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9883,10/15/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9884,10/16/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9885,10/17/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9886,10/18/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9887,10/19/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9888,10/20/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9889,10/21/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9890,10/22/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9891,10/23/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9892,10/24/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9893,10/25/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9894,10/26/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9895,10/27/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9896,10/28/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9897,10/29/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9898,10/30/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9899,10/31/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9900,11/1/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9901,11/2/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9902,11/3/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9903,11/4/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9904,11/5/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9905,11/6/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9906,11/7/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9907,11/8/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9908,11/9/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9909,11/10/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9910,11/11/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9911,11/12/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9912,11/13/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9913,11/14/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9914,11/15/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9915,11/16/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9916,11/17/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9917,11/18/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9918,11/19/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9919,11/20/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9920,11/21/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9921,11/22/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9922,11/23/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9923,11/24/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9924,11/25/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9925,11/26/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9926,11/27/2008 0:00:00,Rainbow Canyon,1110,18,8,7860,36.249299999999998,-115.629720000000006
9927,11/28/2008 0:00:00,Rainbow Canyon,1110,15,8,7860,36.249299999999998,-115.629720000000006
9928,11/29/2008 0:00:00,Rainbow Canyon,1110,15,8,7860,36.249299999999998,-115.629720000000006
9929,11/30/2008 0:00:00,Rainbow Canyon,1110,15,5,7860,36.249299999999998,-115.629720000000006
9930,12/1/2008 0:00:00,Rainbow Canyon,1110,13,5,7860,36.249299999999998,-115.629720000000006
9931,12/2/2008 0:00:00,Rainbow Canyon,1110,13,5,7860,36.249299999999998,-115.629720000000006
9932,12/3/2008 0:00:00,Rainbow Canyon,1110,5,3,7860,36.249299999999998,-115.629720000000006
9933,12/4/2008 0:00:00,Rainbow Canyon,1110,3,3,7860,36.249299999999998,-115.629720000000006
9934,12/5/2008 0:00:00,Rainbow Canyon,1110,3,3,7860,36.249299999999998,-115.629720000000006
9935,12/6/2008 0:00:00,Rainbow Canyon,1110,3,3,7860,36.249299999999998,-115.629720000000006
9936,12/7/2008 0:00:00,Rainbow Canyon,1110,3,3,7860,36.249299999999998,-115.629720000000006
9937,12/8/2008 0:00:00,Rainbow Canyon,1110,8,3,7860,36.249299999999998,-115.629720000000006
9938,12/9/2008 0:00:00,Rainbow Canyon,1110,5,5,7860,36.249299999999998,-115.629720000000006
9939,12/10/2008 0:00:00,Rainbow Canyon,1110,5,3,7860,36.249299999999998,-115.629720000000006
9940,12/11/2008 0:00:00,Rainbow Canyon,1110,5,3,7860,36.249299999999998,-115.629720000000006
9941,12/12/2008 0:00:00,Rainbow Canyon,1110,5,3,7860,36.249299999999998,-115.629720000000006
9942,12/13/2008 0:00:00,Rainbow Canyon,1110,5,3,7860,36.249299999999998,-115.629720000000006
9943,12/14/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9944,12/15/2008 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
9945,12/16/2008 0:00:00,Rainbow Canyon,1110,69,58,7860,36.249299999999998,-115.629720000000006
9946,12/17/2008 0:00:00,Rainbow Canyon,1110,69,51,7860,36.249299999999998,-115.629720000000006
9947,12/18/2008 0:00:00,Rainbow Canyon,1110,97,79,7860,36.249299999999998,-115.629720000000006
9948,12/19/2008 0:00:00,Rainbow Canyon,1110,102,76,7860,36.249299999999998,-115.629720000000006
9949,12/20/2008 0:00:00,Rainbow Canyon,1110,102,69,7860,36.249299999999998,-115.629720000000006
9950,12/21/2008 0:00:00,Rainbow Canyon,1110,102,64,7860,36.249299999999998,-115.629720000000006
9951,12/22/2008 0:00:00,Rainbow Canyon,1110,104,58,7860,36.249299999999998,-115.629720000000006
9952,12/23/2008 0:00:00,Rainbow Canyon,1110,104,58,7860,36.249299999999998,-115.629720000000006
9953,12/24/2008 0:00:00,Rainbow Canyon,1110,104,56,7860,36.249299999999998,-115.629720000000006
9954,12/25/2008 0:00:00,Rainbow Canyon,1110,117,64,7860,36.249299999999998,-115.629720000000006
9955,12/26/2008 0:00:00,Rainbow Canyon,1110,175,86,7860,36.249299999999998,-115.629720000000006
9956,12/27/2008 0:00:00,Rainbow Canyon,1110,175,81,7860,36.249299999999998,-115.629720000000006
9957,12/28/2008 0:00:00,Rainbow Canyon,1110,175,76,7860,36.249299999999998,-115.629720000000006
9958,12/29/2008 0:00:00,Rainbow Canyon,1110,178,76,7860,36.249299999999998,-115.629720000000006
9959,12/30/2008 0:00:00,Rainbow Canyon,1110,178,71,7860,36.249299999999998,-115.629720000000006
9960,12/31/2008 0:00:00,Rainbow Canyon,1110,178,69,7860,36.249299999999998,-115.629720000000006
9961,1/1/2009 0:00:00,Rainbow Canyon,1110,178,69,7860,36.249299999999998,-115.629720000000006
9962,1/2/2009 0:00:00,Rainbow Canyon,1110,178,69,7860,36.249299999999998,-115.629720000000006
9963,1/3/2009 0:00:00,Rainbow Canyon,1110,178,66,7860,36.249299999999998,-115.629720000000006
9964,1/4/2009 0:00:00,Rainbow Canyon,1110,178,66,7860,36.249299999999998,-115.629720000000006
9965,1/5/2009 0:00:00,Rainbow Canyon,1110,178,66,7860,36.249299999999998,-115.629720000000006
9966,1/6/2009 0:00:00,Rainbow Canyon,1110,178,66,7860,36.249299999999998,-115.629720000000006
9967,1/7/2009 0:00:00,Rainbow Canyon,1110,178,61,7860,36.249299999999998,-115.629720000000006
9968,1/8/2009 0:00:00,Rainbow Canyon,1110,178,64,7860,36.249299999999998,-115.629720000000006
9969,1/9/2009 0:00:00,Rainbow Canyon,1110,178,61,7860,36.249299999999998,-115.629720000000006
9970,1/10/2009 0:00:00,Rainbow Canyon,1110,178,61,7860,36.249299999999998,-115.629720000000006
9971,1/11/2009 0:00:00,Rainbow Canyon,1110,178,61,7860,36.249299999999998,-115.629720000000006
9972,1/12/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9973,1/13/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9974,1/14/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9975,1/15/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9976,1/16/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9977,1/17/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9978,1/18/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9979,1/19/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9980,1/20/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9981,1/21/2009 0:00:00,Rainbow Canyon,1110,178,58,7860,36.249299999999998,-115.629720000000006
9982,1/22/2009 0:00:00,Rainbow Canyon,1110,178,53,7860,36.249299999999998,-115.629720000000006
9983,1/23/2009 0:00:00,Rainbow Canyon,1110,173,48,7860,36.249299999999998,-115.629720000000006
9984,1/24/2009 0:00:00,Rainbow Canyon,1110,170,46,7860,36.249299999999998,-115.629720000000006
9985,1/25/2009 0:00:00,Rainbow Canyon,1110,170,46,7860,36.249299999999998,-115.629720000000006
9986,1/26/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9987,1/27/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9988,1/28/2009 0:00:00,Rainbow Canyon,1110,183,53,7860,36.249299999999998,-115.629720000000006
9989,1/29/2009 0:00:00,Rainbow Canyon,1110,183,53,7860,36.249299999999998,-115.629720000000006
9990,1/30/2009 0:00:00,Rainbow Canyon,1110,183,53,7860,36.249299999999998,-115.629720000000006
9991,1/31/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9992,2/1/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9993,2/2/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9994,2/3/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9995,2/4/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9996,2/5/2009 0:00:00,Rainbow Canyon,1110,183,51,7860,36.249299999999998,-115.629720000000006
9997,2/6/2009 0:00:00,Rainbow Canyon,1110,188,53,7860,36.249299999999998,-115.629720000000006
9998,2/7/2009 0:00:00,Rainbow Canyon,1110,236,76,7860,36.249299999999998,-115.629720000000006
9999,2/8/2009 0:00:00,Rainbow Canyon,1110,262,97,7860,36.249299999999998,-115.629720000000006
10000,2/9/2009 0:00:00,Rainbow Canyon,1110,267,99,7860,36.249299999999998,-115.629720000000006
10001,2/10/2009 0:00:00,Rainbow Canyon,1110,292,114,7860,36.249299999999998,-115.629720000000006
10002,2/11/2009 0:00:00,Rainbow Canyon,1110,292,109,7860,36.249299999999998,-115.629720000000006
10003,2/12/2009 0:00:00,Rainbow Canyon,1110,305,112,7860,36.249299999999998,-115.629720000000006
10004,2/13/2009 0:00:00,Rainbow Canyon,1110,307,114,7860,36.249299999999998,-115.629720000000006
10005,2/14/2009 0:00:00,Rainbow Canyon,1110,330,137,7860,36.249299999999998,-115.629720000000006
10006,2/15/2009 0:00:00,Rainbow Canyon,1110,330,127,7860,36.249299999999998,-115.629720000000006
10007,2/16/2009 0:00:00,Rainbow Canyon,1110,335,122,7860,36.249299999999998,-115.629720000000006
10008,2/17/2009 0:00:00,Rainbow Canyon,1110,389,152,7860,36.249299999999998,-115.629720000000006
10009,2/18/2009 0:00:00,Rainbow Canyon,1110,391,145,7860,36.249299999999998,-115.629720000000006
10010,2/19/2009 0:00:00,Rainbow Canyon,1110,394,140,7860,36.249299999999998,-115.629720000000006
10011,2/20/2009 0:00:00,Rainbow Canyon,1110,396,140,7860,36.249299999999998,-115.629720000000006
10012,2/21/2009 0:00:00,Rainbow Canyon,1110,396,135,7860,36.249299999999998,-115.629720000000006
10013,2/22/2009 0:00:00,Rainbow Canyon,1110,396,132,7860,36.249299999999998,-115.629720000000006
10014,2/23/2009 0:00:00,Rainbow Canyon,1110,409,124,7860,36.249299999999998,-115.629720000000006
10015,2/24/2009 0:00:00,Rainbow Canyon,1110,414,119,7860,36.249299999999998,-115.629720000000006
10016,2/25/2009 0:00:00,Rainbow Canyon,1110,409,114,7860,36.249299999999998,-115.629720000000006
10017,2/26/2009 0:00:00,Rainbow Canyon,1110,404,112,7860,36.249299999999998,-115.629720000000006
10018,2/27/2009 0:00:00,Rainbow Canyon,1110,404,109,7860,36.249299999999998,-115.629720000000006
10019,2/28/2009 0:00:00,Rainbow Canyon,1110,401,109,7860,36.249299999999998,-115.629720000000006
10020,3/1/2009 0:00:00,Rainbow Canyon,1110,399,107,7860,36.249299999999998,-115.629720000000006
10021,3/2/2009 0:00:00,Rainbow Canyon,1110,399,102,7860,36.249299999999998,-115.629720000000006
10022,3/3/2009 0:00:00,Rainbow Canyon,1110,406,102,7860,36.249299999999998,-115.629720000000006
10023,3/4/2009 0:00:00,Rainbow Canyon,1110,406,102,7860,36.249299999999998,-115.629720000000006
10024,3/5/2009 0:00:00,Rainbow Canyon,1110,406,97,7860,36.249299999999998,-115.629720000000006
10025,3/6/2009 0:00:00,Rainbow Canyon,1110,406,102,7860,36.249299999999998,-115.629720000000006
10026,3/7/2009 0:00:00,Rainbow Canyon,1110,406,99,7860,36.249299999999998,-115.629720000000006
10027,3/8/2009 0:00:00,Rainbow Canyon,1110,406,99,7860,36.249299999999998,-115.629720000000006
10028,3/9/2009 0:00:00,Rainbow Canyon,1110,406,97,7860,36.249299999999998,-115.629720000000006
10029,3/10/2009 0:00:00,Rainbow Canyon,1110,406,97,7860,36.249299999999998,-115.629720000000006
10030,3/11/2009 0:00:00,Rainbow Canyon,1110,406,97,7860,36.249299999999998,-115.629720000000006
10031,3/12/2009 0:00:00,Rainbow Canyon,1110,406,97,7860,36.249299999999998,-115.629720000000006
10032,3/13/2009 0:00:00,Rainbow Canyon,1110,406,94,7860,36.249299999999998,-115.629720000000006
10033,3/14/2009 0:00:00,Rainbow Canyon,1110,406,94,7860,36.249299999999998,-115.629720000000006
10034,3/15/2009 0:00:00,Rainbow Canyon,1110,406,94,7860,36.249299999999998,-115.629720000000006
10035,3/16/2009 0:00:00,Rainbow Canyon,1110,406,91,7860,36.249299999999998,-115.629720000000006
10036,3/17/2009 0:00:00,Rainbow Canyon,1110,406,91,7860,36.249299999999998,-115.629720000000006
10037,3/18/2009 0:00:00,Rainbow Canyon,1110,406,89,7860,36.249299999999998,-115.629720000000006
10038,3/19/2009 0:00:00,Rainbow Canyon,1110,391,86,7860,36.249299999999998,-115.629720000000006
10039,3/20/2009 0:00:00,Rainbow Canyon,1110,376,86,7860,36.249299999999998,-115.629720000000006
10040,3/21/2009 0:00:00,Rainbow Canyon,1110,361,81,7860,36.249299999999998,-115.629720000000006
10041,3/22/2009 0:00:00,Rainbow Canyon,1110,358,79,7860,36.249299999999998,-115.629720000000006
10042,3/23/2009 0:00:00,Rainbow Canyon,1110,371,86,7860,36.249299999999998,-115.629720000000006
10043,3/24/2009 0:00:00,Rainbow Canyon,1110,371,84,7860,36.249299999999998,-115.629720000000006
10044,3/25/2009 0:00:00,Rainbow Canyon,1110,371,81,7860,36.249299999999998,-115.629720000000006
10045,3/26/2009 0:00:00,Rainbow Canyon,1110,368,79,7860,36.249299999999998,-115.629720000000006
10046,3/27/2009 0:00:00,Rainbow Canyon,1110,366,79,7860,36.249299999999998,-115.629720000000006
10047,3/28/2009 0:00:00,Rainbow Canyon,1110,356,76,7860,36.249299999999998,-115.629720000000006
10048,3/29/2009 0:00:00,Rainbow Canyon,1110,345,74,7860,36.249299999999998,-115.629720000000006
10049,3/30/2009 0:00:00,Rainbow Canyon,1110,330,71,7860,36.249299999999998,-115.629720000000006
10050,3/31/2009 0:00:00,Rainbow Canyon,1110,325,69,7860,36.249299999999998,-115.629720000000006
10051,4/1/2009 0:00:00,Rainbow Canyon,1110,315,66,7860,36.249299999999998,-115.629720000000006
10052,4/2/2009 0:00:00,Rainbow Canyon,1110,302,64,7860,36.249299999999998,-115.629720000000006
10053,4/3/2009 0:00:00,Rainbow Canyon,1110,287,61,7860,36.249299999999998,-115.629720000000006
10054,4/4/2009 0:00:00,Rainbow Canyon,1110,290,64,7860,36.249299999999998,-115.629720000000006
10055,4/5/2009 0:00:00,Rainbow Canyon,1110,287,58,7860,36.249299999999998,-115.629720000000006
10056,4/6/2009 0:00:00,Rainbow Canyon,1110,287,56,7860,36.249299999999998,-115.629720000000006
10057,4/7/2009 0:00:00,Rainbow Canyon,1110,274,53,7860,36.249299999999998,-115.629720000000006
10058,4/8/2009 0:00:00,Rainbow Canyon,1110,254,51,7860,36.249299999999998,-115.629720000000006
10059,4/9/2009 0:00:00,Rainbow Canyon,1110,249,48,7860,36.249299999999998,-115.629720000000006
10060,4/10/2009 0:00:00,Rainbow Canyon,1110,224,43,7860,36.249299999999998,-115.629720000000006
10061,4/11/2009 0:00:00,Rainbow Canyon,1110,221,46,7860,36.249299999999998,-115.629720000000006
10062,4/12/2009 0:00:00,Rainbow Canyon,1110,229,51,7860,36.249299999999998,-115.629720000000006
10063,4/13/2009 0:00:00,Rainbow Canyon,1110,216,43,7860,36.249299999999998,-115.629720000000006
10064,4/14/2009 0:00:00,Rainbow Canyon,1110,190,38,7860,36.249299999999998,-115.629720000000006
10065,4/15/2009 0:00:00,Rainbow Canyon,1110,198,41,7860,36.249299999999998,-115.629720000000006
10066,4/16/2009 0:00:00,Rainbow Canyon,1110,206,43,7860,36.249299999999998,-115.629720000000006
10067,4/17/2009 0:00:00,Rainbow Canyon,1110,203,38,7860,36.249299999999998,-115.629720000000006
10068,4/18/2009 0:00:00,Rainbow Canyon,1110,165,33,7860,36.249299999999998,-115.629720000000006
10069,4/19/2009 0:00:00,Rainbow Canyon,1110,132,28,7860,36.249299999999998,-115.629720000000006
10070,4/20/2009 0:00:00,Rainbow Canyon,1110,102,20,7860,36.249299999999998,-115.629720000000006
10071,4/21/2009 0:00:00,Rainbow Canyon,1110,66,13,7860,36.249299999999998,-115.629720000000006
10072,4/22/2009 0:00:00,Rainbow Canyon,1110,28,5,7860,36.249299999999998,-115.629720000000006
10073,4/23/2009 0:00:00,Rainbow Canyon,1110,5,0,7860,36.249299999999998,-115.629720000000006
10074,4/24/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10075,4/25/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10076,4/26/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10077,4/27/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10078,4/28/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10079,4/29/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10080,4/30/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10081,5/1/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10082,5/2/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10083,5/3/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10084,5/4/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10085,5/5/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10086,5/6/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10087,5/7/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10088,5/8/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10089,5/9/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10090,5/10/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10091,5/11/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10092,5/12/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10093,5/13/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10094,5/14/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10095,5/15/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10096,5/16/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10097,5/17/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10098,5/18/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10099,5/19/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10100,5/20/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10101,5/21/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10102,5/22/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10103,5/23/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10104,5/24/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
10105,5/25/2009 0:00:00,Rainbow Canyon,1110,0,0,7860,36.249299999999998,-115.629720000000006
